date,time,year,ef_scale,path_length_mi,width_mi,injury,fatality,property_dmg,crop_dmg,link,month,decade,total_damagee,month_name
1950-02-13,1:00,1950,EF1,0.2,7.0,8,0,2500,0,"Feb. 13, 1950 01:00 AM CST",2,1950s,2500,February
1950-02-13,2:00,1950,EF2,0.2,7.0,1,9,25000,0,"Feb. 13, 1950 02:00 AM CST",2,1950s,25000,February
1950-03-27,15:00,1950,EF1,0.2,7.0,0,0,2500,0,"Mar. 27, 1950 15:00 PM CST",3,1950s,2500,March
1951-11-14,22:00,1951,EF2,0.2,7.0,0,0,25000,0,"Nov. 14, 1951 22:00 PM CST",11,1950s,25000,November
1952-02-13,17:00,1952,EF2,0.3,300.0,0,0,25000,0,"Feb. 13, 1952 17:00 PM CST",2,1950s,25000,February
1952-02-13,19:45,1952,EF1,0.3,200.0,0,0,25000,0,"Feb. 13, 1952 19:45 PM CST",2,1950s,25000,February
1952-02-13,22:00,1952,EF3,7.4,350.0,2,0,250000,0,"Feb. 13, 1952 22:00 PM CST",2,1950s,250000,February
1952-02-13,22:30,1952,EF4,1.3,100.0,9,0,250000,0,"Feb. 13, 1952 22:30 PM CST",2,1950s,250000,February
1952-02-13,22:40,1952,EF4,11.4,100.0,35,3,250000,0,"Feb. 13, 1952 22:40 PM CST",2,1950s,250000,February
1952-02-13,23:00,1952,EF3,5.1,400.0,2,0,250000,0,"Feb. 13, 1952 23:00 PM CST",2,1950s,250000,February
1952-02-29,16:00,1952,EF1,0.1,100.0,166,3,25000,0,"Feb. 29, 1952 16:00 PM CST",2,1950s,25000,February
1952-02-29,16:30,1952,EF4,2.0,300.0,150,2,2500000,0,"Feb. 29, 1952 16:30 PM CST",2,1950s,2500000,February
1952-02-29,16:40,1952,EF2,1.0,400.0,0,0,25000,0,"Feb. 29, 1952 16:40 PM CST",2,1950s,25000,February
1952-02-29,17:30,1952,EF2,15.3,587.0,0,0,250000,0,"Feb. 29, 1952 17:30 PM CST",2,1950s,250000,February
1952-03-21,18:00,1952,EF4,4.7,200.0,10,2,250000,0,"Mar. 21, 1952 18:00 PM CST",3,1950s,250000,March
1952-03-21,20:30,1952,EF3,18.1,1000.0,30,10,250000,0,"Mar. 21, 1952 20:30 PM CST",3,1950s,250000,March
1952-03-21,20:30,1952,EF4,2.0,200.0,5,4,250000,0,"Mar. 21, 1952 20:30 PM CST",3,1950s,250000,March
1952-03-21,22:00,1952,EF4,18.7,427.0,50,7,250000,0,"Mar. 21, 1952 22:00 PM CST",3,1950s,250000,March
1952-03-21,22:45,1952,EF2,0.1,150.0,2,2,25000,0,"Mar. 21, 1952 22:45 PM CST",3,1950s,25000,March
1952-03-21,22:50,1952,EF3,0.1,100.0,3,0,250000,0,"Mar. 21, 1952 22:50 PM CST",3,1950s,250000,March
1952-03-21,23:00,1952,EF2,0.1,150.0,8,1,250000,0,"Mar. 21, 1952 23:00 PM CST",3,1950s,250000,March
1952-03-21,23:17,1952,EF3,5.1,177.0,19,0,250000,0,"Mar. 21, 1952 23:17 PM CST",3,1950s,250000,March
1952-03-21,23:30,1952,EF4,11.1,177.0,14,4,2500000,0,"Mar. 21, 1952 23:30 PM CST",3,1950s,2500000,March
1952-03-21,23:55,1952,EF2,0.3,500.0,0,0,25000,0,"Mar. 21, 1952 23:55 PM CST",3,1950s,25000,March
1952-03-22,12:01,1952,EF4,19.8,177.0,100,23,2500000,0,"Mar. 22, 1952 00:01 AM CST",3,1950s,2500000,March
1952-03-22,12:20,1952,EF2,0.5,40.0,10,3,25000,0,"Mar. 22, 1952 00:20 AM CST",3,1950s,25000,March
1952-03-22,1:00,1952,EF4,15.9,177.0,43,11,2500000,0,"Mar. 22, 1952 01:00 AM CST",3,1950s,2500000,March
1952-03-22,11:15,1952,EF1,0.3,7.0,1,0,25000,0,"Mar. 22, 1952 11:15 AM CST",3,1950s,25000,March
1952-06-30,18:05,1952,EF1,0.3,7.0,0,0,2500,0,"Jun. 30, 1952 18:05 PM CDT",6,1950s,2500,June
1953-01-20,17:41,1953,EF2,0.5,500.0,0,0,25000,0,"Jan. 20, 1953 17:41 PM CST",1,1950s,25000,January
1953-03-14,17:45,1953,EF2,24.8,33.0,8,0,25000,0,"Mar. 14, 1953 17:45 PM CST",3,1950s,25000,March
1953-03-14,18:00,1953,EF2,18.9,100.0,0,0,25000,0,"Mar. 14, 1953 18:00 PM CST",3,1950s,25000,March
1953-03-14,18:18,1953,EF2,5.1,100.0,2,0,25000,0,"Mar. 14, 1953 18:18 PM CST",3,1950s,25000,March
1953-03-14,18:30,1953,EF1,0.2,10.0,0,0,25000,0,"Mar. 14, 1953 18:30 PM CST",3,1950s,25000,March
1953-03-14,19:00,1953,EF1,0.2,10.0,0,0,25000,0,"Mar. 14, 1953 19:00 PM CST",3,1950s,25000,March
1953-03-14,19:30,1953,EF3,24.7,100.0,3,0,25000,0,"Mar. 14, 1953 19:30 PM CST",3,1950s,25000,March
1953-03-14,21:15,1953,EF2,0.3,600.0,1,0,25000,0,"Mar. 14, 1953 21:15 PM CST",3,1950s,25000,March
1953-03-22,15:15,1953,EF2,30.1,100.0,0,0,250000,0,"Mar. 22, 1953 15:15 PM CST",3,1950s,250000,March
1953-04-15,18:30,1953,EF1,0.5,200.0,8,0,25000,0,"Apr. 15, 1953 18:30 PM CST",4,1950s,25000,April
1953-04-15,18:45,1953,EF1,1.0,300.0,1,0,25000,0,"Apr. 15, 1953 18:45 PM CST",4,1950s,25000,April
1953-04-15,18:45,1953,EF1,1.5,300.0,2,0,250000,0,"Apr. 15, 1953 18:45 PM CST",4,1950s,250000,April
1953-04-15,19:00,1953,EF1,0.5,150.0,1,0,25000,0,"Apr. 15, 1953 19:00 PM CST",4,1950s,25000,April
1953-05-02,2:15,1953,EF2,0.8,100.0,0,0,2500,0,"May. 02, 1953 02:15 AM CDT",5,1950s,2500,May
1953-05-02,3:00,1953,EF4,2.3,33.0,8,4,250000,0,"May. 02, 1953 03:00 AM CDT",5,1950s,250000,May
1953-05-14,12:00,1953,EF1,0.1,7.0,0,0,2500,0,"May. 14, 1953 12:00 PM CDT",5,1950s,2500,May
1954-04-28,19:15,1954,EF2,2.0,300.0,4,0,250000,0,"Apr. 28, 1954 19:15 PM CDT",4,1950s,250000,April
1954-05-03,9:45,1954,EF2,3.6,300.0,0,0,2500,0,"May. 03, 1954 09:45 AM CDT",5,1950s,2500,May
1955-02-01,18:00,1955,EF2,9.4,1000.0,0,0,250000,0,"Feb. 01, 1955 18:00 PM CST",2,1950s,250000,February
1955-02-01,23:00,1955,EF1,2.0,300.0,0,0,25000,0,"Feb. 01, 1955 23:00 PM CST",2,1950s,25000,February
1955-03-04,23:00,1955,EF2,3.8,1000.0,4,0,250000,0,"Mar. 04, 1955 23:00 PM CST",3,1950s,250000,March
1955-03-05,15:00,1955,EF1,0.5,100.0,3,0,25000,0,"Mar. 05, 1955 15:00 PM CST",3,1950s,25000,March
1955-03-05,19:00,1955,EF2,4.3,300.0,6,0,250000,0,"Mar. 05, 1955 19:00 PM CST",3,1950s,250000,March
1955-03-05,19:00,1955,EF2,0.0,33.0,0,0,25000,0,"Mar. 05, 1955 19:00 PM CST",3,1950s,25000,March
1955-03-20,19:20,1955,EF1,0.1,7.0,2,0,2500,0,"Mar. 20, 1955 19:20 PM CST",3,1950s,2500,March
1955-03-21,14:00,1955,EF1,0.1,7.0,0,0,2500,0,"Mar. 21, 1955 14:00 PM CST",3,1950s,2500,March
1955-03-25,16:30,1955,EF1,2.0,300.0,0,0,25000,0,"Mar. 25, 1955 16:30 PM CST",3,1950s,25000,March
1955-03-25,17:30,1955,EF2,16.3,1760.0,0,0,2500,0,"Mar. 25, 1955 17:30 PM CST",3,1950s,2500,March
1955-04-24,12:01,1955,EF2,11.5,33.0,0,0,250000,0,"Apr. 24, 1955 00:01 AM CST",4,1950s,250000,April
1955-04-24,3:30,1955,EF1,5.7,300.0,0,0,250000,0,"Apr. 24, 1955 03:30 AM CDT",4,1950s,250000,April
1955-05-12,16:30,1955,EF1,9.4,300.0,1,0,25000,0,"May. 12, 1955 16:30 PM CDT",5,1950s,25000,May
1955-05-12,17:58,1955,EF1,0.3,20.0,0,0,25000,0,"May. 12, 1955 17:58 PM CDT",5,1950s,25000,May
1955-10-28,12:00,1955,EF2,0.2,100.0,0,0,250000,0,"Oct. 28, 1955 12:00 PM CDT",10,1950s,250000,October
1956-02-17,20:00,1956,EF3,10.4,1760.0,0,0,25000,0,"Feb. 17, 1956 20:00 PM CST",2,1950s,25000,February
1956-02-17,22:00,1956,EF1,0.1,7.0,2,0,25000,0,"Feb. 17, 1956 22:00 PM CST",2,1950s,25000,February
1956-02-27,15:30,1956,EF3,15.0,100.0,4,0,25000,0,"Feb. 27, 1956 15:30 PM CST",2,1950s,25000,February
1956-02-27,17:30,1956,EF1,0.1,7.0,0,0,2500,0,"Feb. 27, 1956 17:30 PM CST",2,1950s,2500,February
1956-03-07,8:30,1956,EF2,4.3,50.0,0,0,25000,0,"Mar. 07, 1956 08:30 AM CST",3,1950s,25000,March
1956-04-03,16:45,1956,EF4,11.6,100.0,60,3,2500000,0,"Apr. 03, 1956 16:45 PM CST",4,1950s,2500000,April
1956-04-03,19:45,1956,EF1,0.2,7.0,0,0,25000,0,"Apr. 03, 1956 19:45 PM CST",4,1950s,25000,April
1956-07-13,14:00,1956,EF1,0.2,7.0,0,0,2500,0,"Jul. 13, 1956 14:00 PM CDT",7,1950s,2500,July
1956-07-21,17:15,1956,EF1,0.2,7.0,0,0,2500,0,"Jul. 21, 1956 17:15 PM CDT",7,1950s,2500,July
1957-01-22,16:30,1957,EF2,15.0,100.0,4,0,2500000,0,"Jan. 22, 1957 16:30 PM CST",1,1950s,2500000,January
1957-01-22,17:00,1957,EF2,0.4,13.0,0,0,25000,0,"Jan. 22, 1957 17:00 PM CST",1,1950s,25000,January
1957-01-22,18:30,1957,EF1,0.1,3.0,0,0,25000,0,"Jan. 22, 1957 18:30 PM CST",1,1950s,25000,January
1957-01-22,20:30,1957,EF2,4.7,30.0,0,0,250000,0,"Jan. 22, 1957 20:30 PM CST",1,1950s,250000,January
1957-04-01,21:30,1957,EF2,0.1,7.0,0,0,2500,0,"Apr. 01, 1957 21:30 PM CST",4,1950s,2500,April
1957-04-04,1:15,1957,EF3,7.3,50.0,11,0,250000,0,"Apr. 04, 1957 01:15 AM CST",4,1950s,250000,April
1957-04-08,6:00,1957,EF2,2.7,10.0,0,0,2500,0,"Apr. 08, 1957 06:00 AM CST",4,1950s,2500,April
1957-04-08,15:30,1957,EF2,3.0,440.0,0,0,2500,0,"Apr. 08, 1957 15:30 PM CST",4,1950s,2500,April
1957-06-27,18:30,1957,EF1,2.0,13.0,0,0,25000,0,"Jun. 27, 1957 18:30 PM CDT",6,1950s,25000,June
1957-07-04,22:30,1957,EF2,2.0,200.0,0,0,25000,0,"Jul. 04, 1957 22:30 PM CDT",7,1950s,25000,July
1957-07-04,22:45,1957,EF2,2.0,200.0,0,0,25000,0,"Jul. 04, 1957 22:45 PM CDT",7,1950s,25000,July
1957-11-08,2:00,1957,EF2,4.7,133.0,0,0,2500,0,"Nov. 08, 1957 02:00 AM CST",11,1950s,2500,November
1957-11-18,4:00,1957,EF1,0.1,7.0,0,0,2500,0,"Nov. 18, 1957 04:00 AM CST",11,1950s,2500,November
1957-11-18,16:30,1957,EF2,13.9,220.0,2,0,25000,0,"Nov. 18, 1957 16:30 PM CST",11,1950s,25000,November
1957-12-19,15:00,1957,EF1,0.1,7.0,0,0,25000,0,"Dec. 19, 1957 15:00 PM CST",12,1950s,25000,December
1957-12-19,21:15,1957,EF2,0.5,10.0,0,0,25000,0,"Dec. 19, 1957 21:15 PM CST",12,1950s,25000,December
1957-12-19,21:20,1957,EF1,0.1,7.0,2,0,25000,0,"Dec. 19, 1957 21:20 PM CST",12,1950s,25000,December
1958-02-06,16:30,1958,EF1,1.0,67.0,0,0,2500,0,"Feb. 06, 1958 16:30 PM CST",2,1950s,2500,February
1958-02-26,23:10,1958,EF3,0.1,7.0,0,0,250000,0,"Feb. 26, 1958 23:10 PM CST",2,1950s,250000,February
1959-01-21,9:40,1959,EF2,4.1,500.0,3,0,250000,0,"Jan. 21, 1959 09:40 AM CST",1,1950s,250000,January
1959-03-26,18:10,1959,EF3,19.5,440.0,0,0,250000,0,"Mar. 26, 1959 18:10 PM CST",3,1950s,250000,March
1959-09-26,19:05,1959,EF3,23.7,667.0,7,0,250000,0,"Sep. 26, 1959 19:05 PM CDT",9,1950s,250000,September
1960-03-30,1:00,1960,EF2,8.2,33.0,1,0,25000,0,"Mar. 30, 1960 01:00 AM CST",3,1960s,25000,March
1960-08-17,15:00,1960,EF1,0.1,7.0,0,0,25000,0,"Aug. 17, 1960 15:00 PM CDT",8,1960s,25000,August
1961-03-13,16:40,1961,EF3,9.3,250.0,0,0,250000,0,"Mar. 13, 1961 16:40 PM CST",3,1960s,250000,March
1961-04-25,18:15,1961,EF2,9.4,187.0,2,0,25000,0,"Apr. 25, 1961 18:15 PM CST",4,1960s,25000,April
1961-05-08,17:21,1961,EF2,17.2,300.0,0,0,250000,0,"May. 08, 1961 17:21 PM CDT",5,1960s,250000,May
1962-02-23,15:00,1962,EF1,14.0,300.0,0,0,250000,0,"Feb. 23, 1962 15:00 PM CST",2,1960s,250000,February
1963-01-10,23:55,1963,EF3,1.3,400.0,4,0,2500000,0,"Jan. 10, 1963 23:55 PM CST",1,1960s,2500000,January
1963-03-11,15:10,1963,EF2,10.3,300.0,1,0,250000,0,"Mar. 11, 1963 15:10 PM CST",3,1960s,250000,March
1963-03-11,16:20,1963,EF2,2.0,100.0,0,0,25000,0,"Mar. 11, 1963 16:20 PM CST",3,1960s,25000,March
1963-03-11,17:30,1963,EF2,21.4,100.0,1,0,250000,0,"Mar. 11, 1963 17:30 PM CST",3,1960s,250000,March
1963-03-11,18:00,1963,EF2,5.2,100.0,0,0,250000,0,"Mar. 11, 1963 18:00 PM CST",3,1960s,250000,March
1963-03-11,19:00,1963,EF2,14.7,200.0,6,0,250000,0,"Mar. 11, 1963 19:00 PM CST",3,1960s,250000,March
1963-03-11,21:00,1963,EF2,6.2,200.0,1,1,250000,0,"Mar. 11, 1963 21:00 PM CST",3,1960s,250000,March
1963-03-19,12:40,1963,EF2,14.0,1000.0,0,0,250000,0,"Mar. 19, 1963 12:40 PM CST",3,1960s,250000,March
1963-03-19,18:15,1963,EF2,3.3,150.0,3,0,250000,0,"Mar. 19, 1963 18:15 PM CST",3,1960s,250000,March
1963-03-19,18:30,1963,EF2,3.6,200.0,1,0,25000,0,"Mar. 19, 1963 18:30 PM CST",3,1960s,25000,March
1963-04-29,18:10,1963,EF3,9.3,300.0,6,3,250000,0,"Apr. 29, 1963 18:10 PM CDT",4,1960s,250000,April
1963-04-29,22:00,1963,EF2,5.1,50.0,0,0,25000,0,"Apr. 29, 1963 22:00 PM CDT",4,1960s,25000,April
1964-03-04,10:00,1964,EF2,7.6,200.0,3,0,25000,0,"Mar. 04, 1964 10:00 AM CST",3,1960s,25000,March
1964-03-04,10:30,1964,EF2,6.8,200.0,3,0,25000,0,"Mar. 04, 1964 10:30 AM CST",3,1960s,25000,March
1964-03-04,11:00,1964,EF3,13.8,300.0,3,0,2500000,0,"Mar. 04, 1964 11:00 AM CST",3,1960s,2500000,March
1964-03-04,11:30,1964,EF3,13.8,300.0,4,0,2500000,0,"Mar. 04, 1964 11:30 AM CST",3,1960s,2500000,March
1964-07-11,22:00,1964,EF1,0.3,13.0,0,0,250000,0,"Jul. 11, 1964 22:00 PM CDT",7,1960s,250000,July
1964-08-12,3:30,1964,EF2,0.8,33.0,6,0,25000,0,"Aug. 12, 1964 03:30 AM CDT",8,1960s,25000,August
1964-12-25,22:00,1964,EF1,5.7,67.0,0,0,2500000,0,"Dec. 25, 1964 22:00 PM CST",12,1960s,2500000,December
1965-02-11,13:00,1965,EF2,0.1,7.0,0,0,25000,0,"Feb. 11, 1965 13:00 PM CST",2,1960s,25000,February
1965-03-17,7:30,1965,EF1,0.1,7.0,0,0,250000,0,"Mar. 17, 1965 07:30 AM CST",3,1960s,250000,March
1965-03-17,8:00,1965,EF1,1.0,33.0,1,0,25000,0,"Mar. 17, 1965 08:00 AM CST",3,1960s,25000,March
1965-03-17,8:20,1965,EF2,2.0,50.0,0,0,250000,0,"Mar. 17, 1965 08:20 AM CST",3,1960s,250000,March
1965-03-17,9:00,1965,EF1,0.1,7.0,0,0,2500,0,"Mar. 17, 1965 09:00 AM CST",3,1960s,2500,March
1965-03-17,9:30,1965,EF1,2.0,73.0,2,0,250000,0,"Mar. 17, 1965 09:30 AM CST",3,1960s,250000,March
1965-03-17,11:00,1965,EF1,0.1,7.0,0,0,2500,0,"Mar. 17, 1965 11:00 AM CST",3,1960s,2500,March
1965-03-17,11:47,1965,EF1,0.1,7.0,0,0,2500,0,"Mar. 17, 1965 11:47 AM CST",3,1960s,2500,March
1965-04-15,13:50,1965,EF2,5.9,327.0,0,0,25000,0,"Apr. 15, 1965 13:50 PM CST",4,1960s,25000,April
1965-04-15,16:13,1965,EF3,6.5,200.0,0,1,250000,0,"Apr. 15, 1965 16:13 PM CST",4,1960s,250000,April
1965-04-15,16:25,1965,EF3,10.4,600.0,50,0,2500000,0,"Apr. 15, 1965 16:25 PM CST",4,1960s,2500000,April
1965-04-15,17:30,1965,EF2,7.4,200.0,6,0,2500000,0,"Apr. 15, 1965 17:30 PM CST",4,1960s,2500000,April
1966-04-12,12:00,1966,EF1,1.0,73.0,0,0,2500,0,"Apr. 12, 1966 12:00 PM CST",4,1960s,2500,April
1966-04-30,12:00,1966,EF1,0.0,33.0,0,0,0,0,"Apr. 30, 1966 12:00 PM CDT",4,1960s,0,April
1966-05-13,15:00,1966,EF1,0.1,7.0,0,0,25000,0,"May. 13, 1966 15:00 PM CDT",5,1960s,25000,May
1966-05-16,3:00,1966,EF1,0.1,7.0,0,0,25000,0,"May. 16, 1966 03:00 AM CDT",5,1960s,25000,May
1966-06-16,15:00,1966,EF1,0.1,7.0,0,0,25000,0,"Jun. 16, 1966 15:00 PM CDT",6,1960s,25000,June
1966-07-15,16:00,1966,EF1,0.1,7.0,1,0,25000,0,"Jul. 15, 1966 16:00 PM CDT",7,1960s,25000,July
1967-03-12,5:30,1967,EF2,16.0,300.0,5,1,250000,0,"Mar. 12, 1967 05:30 AM CST",3,1960s,250000,March
1967-04-22,7:05,1967,EF2,0.2,250.0,0,0,250000,0,"Apr. 22, 1967 07:05 AM CST",4,1960s,250000,April
1967-04-23,20:00,1967,EF1,0.1,7.0,2,0,250000,0,"Apr. 23, 1967 20:00 PM CST",4,1960s,250000,April
1967-04-23,20:45,1967,EF1,0.1,7.0,0,0,25000,0,"Apr. 23, 1967 20:45 PM CST",4,1960s,25000,April
1967-05-06,22:15,1967,EF2,3.0,33.0,2,0,250000,0,"May. 06, 1967 22:15 PM CDT",5,1960s,250000,May
1967-05-06,22:45,1967,EF1,0.1,3.0,1,0,250000,0,"May. 06, 1967 22:45 PM CDT",5,1960s,250000,May
1967-05-07,3:30,1967,EF2,4.1,200.0,0,0,25000,0,"May. 07, 1967 03:30 AM CDT",5,1960s,25000,May
1967-05-15,17:18,1967,EF1,0.1,7.0,0,0,0,0,"May. 15, 1967 17:18 PM CDT",5,1960s,0,May
1967-05-31,12:00,1967,EF1,0.1,7.0,1,1,25000,0,"May. 31, 1967 12:00 PM CDT",5,1960s,25000,May
1967-07-05,14:25,1967,EF1,0.1,3.0,0,0,25000,0,"Jul. 05, 1967 14:25 PM CDT",7,1960s,25000,July
1967-07-12,17:00,1967,EF1,0.1,3.0,0,0,25000,0,"Jul. 12, 1967 17:00 PM CDT",7,1960s,25000,July
1967-12-11,11:00,1967,EF2,10.3,7.0,1,0,250000,0,"Dec. 11, 1967 11:00 AM CST",12,1960s,250000,December
1967-12-11,11:00,1967,EF1,0.1,7.0,0,0,25000,0,"Dec. 11, 1967 11:00 AM CST",12,1960s,25000,December
1967-12-11,11:30,1967,EF1,0.1,7.0,0,0,25000,0,"Dec. 11, 1967 11:30 AM CST",12,1960s,25000,December
1968-04-03,21:35,1968,EF1,0.1,3.0,0,0,0,0,"Apr. 03, 1968 21:35 PM CST",4,1960s,0,April
1968-04-03,22:10,1968,EF3,24.3,1760.0,28,4,2500000,0,"Apr. 03, 1968 22:10 PM CST",4,1960s,2500000,April
1968-04-04,18:00,1968,EF1,0.1,3.0,0,0,2500,0,"Apr. 04, 1968 18:00 PM CST",4,1960s,2500,April
1968-04-14,18:00,1968,EF1,0.3,7.0,0,0,0,0,"Apr. 14, 1968 18:00 PM CST",4,1960s,0,April
1968-04-23,14:58,1968,EF1,0.1,3.0,1,0,250000,0,"Apr. 23, 1968 14:58 PM CST",4,1960s,250000,April
1968-05-14,16:15,1968,EF1,0.1,3.0,0,0,0,0,"May. 14, 1968 16:15 PM CDT",5,1960s,0,May
1968-05-15,23:20,1968,EF1,0.0,33.0,0,0,0,0,"May. 15, 1968 23:20 PM CDT",5,1960s,0,May
1968-05-16,1:15,1968,EF1,0.1,3.0,0,0,25000,0,"May. 16, 1968 01:15 AM CDT",5,1960s,25000,May
1968-05-16,1:50,1968,EF1,0.1,3.0,0,0,0,0,"May. 16, 1968 01:50 AM CDT",5,1960s,0,May
1968-05-25,15:00,1968,EF1,0.1,3.0,0,0,0,0,"May. 25, 1968 15:00 PM CDT",5,1960s,0,May
1968-05-25,18:40,1968,EF1,0.1,3.0,0,0,0,0,"May. 25, 1968 18:40 PM CDT",5,1960s,0,May
1968-05-26,15:40,1968,EF1,0.1,3.0,0,0,0,0,"May. 26, 1968 15:40 PM CDT",5,1960s,0,May
1968-09-17,17:15,1968,EF2,0.3,10.0,0,0,2500,0,"Sep. 17, 1968 17:15 PM CDT",9,1960s,2500,September
1969-01-23,16:05,1969,EF2,0.1,7.0,0,0,250000,0,"Jan. 23, 1969 16:05 PM CST",1,1960s,250000,January
1969-06-24,2:30,1969,EF1,0.5,7.0,0,0,25000,0,"Jun. 24, 1969 02:30 AM CDT",6,1960s,25000,June
1970-04-01,15:00,1970,EF2,0.1,7.0,0,0,25000,0,"Apr. 01, 1970 15:00 PM CST",4,1970s,25000,April
1970-04-01,16:20,1970,EF1,0.1,7.0,0,0,25000,0,"Apr. 01, 1970 16:20 PM CST",4,1970s,25000,April
1970-04-01,20:30,1970,EF1,3.6,50.0,2,0,25000,0,"Apr. 01, 1970 20:30 PM CST",4,1970s,25000,April
1970-04-19,10:45,1970,EF2,0.3,50.0,0,0,250000,0,"Apr. 19, 1970 10:45 AM CST",4,1970s,250000,April
1970-04-19,13:17,1970,EF4,7.6,100.0,0,0,25000,0,"Apr. 19, 1970 13:17 PM CST",4,1970s,25000,April
1970-04-24,3:20,1970,EF3,17.0,50.0,5,0,2500000,0,"Apr. 24, 1970 03:20 AM CST",4,1970s,2500000,April
1970-04-24,3:30,1970,EF3,10.4,50.0,13,0,2500000,0,"Apr. 24, 1970 03:30 AM CST",4,1970s,2500000,April
1970-04-24,3:35,1970,EF3,10.4,50.0,3,0,2500000,0,"Apr. 24, 1970 03:35 AM CST",4,1970s,2500000,April
1970-04-24,4:30,1970,EF2,0.1,10.0,3,0,25000,0,"Apr. 24, 1970 04:30 AM CST",4,1970s,25000,April
1970-04-27,14:00,1970,EF4,3.3,250.0,0,0,2500000,0,"Apr. 27, 1970 14:00 PM CDT",4,1970s,2500000,April
1970-04-27,14:10,1970,EF4,23.5,250.0,75,2,2500000,0,"Apr. 27, 1970 14:10 PM CDT",4,1970s,2500000,April
1970-04-27,14:45,1970,EF4,15.8,250.0,10,1,2500000,0,"Apr. 27, 1970 14:45 PM CDT",4,1970s,2500000,April
1970-06-18,16:00,1970,EF1,0.3,7.0,0,0,25000,0,"Jun. 18, 1970 16:00 PM CDT",6,1970s,25000,June
1970-06-19,21:05,1970,EF1,0.1,3.0,1,0,2500,0,"Jun. 19, 1970 21:05 PM CDT",6,1970s,2500,June
1970-07-03,18:50,1970,EF1,0.1,3.0,1,0,25000,0,"Jul. 03, 1970 18:50 PM CDT",7,1970s,25000,July
1970-09-03,23:12,1970,EF0,0.8,30.0,0,0,250,0,"Sep. 03, 1970 23:12 PM CDT",9,1970s,250,September
1970-11-19,21:45,1970,EF1,14.3,250.0,1,0,25000,0,"Nov. 19, 1970 21:45 PM CST",11,1970s,25000,November
1971-02-21,20:15,1971,EF4,3.6,100.0,0,0,25000,0,"Feb. 21, 1971 20:15 PM CST",2,1970s,25000,February
1971-02-21,21:35,1971,EF2,1.5,67.0,36,0,2500000,0,"Feb. 21, 1971 21:35 PM CST",2,1970s,2500000,February
1971-03-06,14:39,1971,EF1,39.8,200.0,0,0,250000,0,"Mar. 06, 1971 14:39 PM CST",3,1970s,250000,March
1971-04-27,19:16,1971,EF1,21.0,73.0,3,0,25000,0,"Apr. 27, 1971 19:16 PM CDT",4,1970s,25000,April
1971-04-27,20:31,1971,EF3,11.2,200.0,3,0,250000,0,"Apr. 27, 1971 20:31 PM CDT",4,1970s,250000,April
1971-04-27,20:50,1971,EF3,3.8,200.0,0,0,250000,0,"Apr. 27, 1971 20:50 PM CDT",4,1970s,250000,April
1971-05-06,18:26,1971,EF0,0.1,7.0,0,0,0,0,"May. 06, 1971 18:26 PM CDT",5,1970s,0,May
1971-05-07,17:45,1971,EF4,4.7,100.0,0,0,25000,0,"May. 07, 1971 17:45 PM CDT",5,1970s,25000,May
1971-05-07,18:00,1971,EF4,28.5,100.0,137,3,2500000,0,"May. 07, 1971 18:00 PM CDT",5,1970s,2500000,May
1971-05-07,18:00,1971,EF1,24.8,100.0,0,0,250000,0,"May. 07, 1971 18:00 PM CDT",5,1970s,250000,May
1971-05-07,18:45,1971,EF4,17.7,100.0,0,0,25000,0,"May. 07, 1971 18:45 PM CDT",5,1970s,25000,May
1971-05-07,21:15,1971,EF0,0.1,7.0,0,0,0,0,"May. 07, 1971 21:15 PM CDT",5,1970s,0,May
1971-05-24,17:00,1971,EF2,10.9,100.0,22,0,250000,0,"May. 24, 1971 17:00 PM CDT",5,1970s,250000,May
1971-05-24,18:35,1971,EF1,7.9,100.0,8,0,25000,0,"May. 24, 1971 18:35 PM CDT",5,1970s,25000,May
1971-05-24,20:55,1971,EF0,0.2,7.0,3,0,250000,0,"May. 24, 1971 20:55 PM CDT",5,1970s,250000,May
1971-06-14,13:10,1971,EF0,0.2,20.0,0,0,0,0,"Jun. 14, 1971 13:10 PM CDT",6,1970s,0,June
1971-06-14,13:36,1971,EF0,0.2,20.0,0,0,0,0,"Jun. 14, 1971 13:36 PM CDT",6,1970s,0,June
1971-06-19,19:10,1971,EF0,0.2,7.0,0,0,0,0,"Jun. 19, 1971 19:10 PM CDT",6,1970s,0,June
1971-07-15,2:35,1971,EF2,14.7,100.0,8,0,250000,0,"Jul. 15, 1971 02:35 AM CDT",7,1970s,250000,July
1971-12-15,2:20,1971,EF1,15.2,300.0,3,0,250000,0,"Dec. 15, 1971 02:20 AM CST",12,1970s,250000,December
1972-04-07,16:30,1972,EF2,5.7,200.0,0,0,250000,0,"Apr. 07, 1972 16:30 PM CST",4,1970s,250000,April
1972-04-07,16:45,1972,EF2,18.5,200.0,15,0,250000,0,"Apr. 07, 1972 16:45 PM CST",4,1970s,250000,April
1972-04-15,19:37,1972,EF1,0.3,50.0,0,0,0,0,"Apr. 15, 1972 19:37 PM CST",4,1970s,0,April
1972-04-21,15:15,1972,EF1,1.5,50.0,3,0,250000,0,"Apr. 21, 1972 15:15 PM CST",4,1970s,250000,April
1972-04-21,18:25,1972,EF1,0.3,20.0,0,0,0,0,"Apr. 21, 1972 18:25 PM CST",4,1970s,0,April
